Image_no,,,,,,,Folder_No,,,,Pred_x,pred_y,Pred_label,Manual_label
244,0,0,6,11,6,10,11,1,0,0,0.3214707375,-0.6849995852,R,R
245,0,0,6,11,6,10,11,1,0,0,0.3214707375,-0.6849995852,R,R
246,0,0,6,11,6,10,11,1,0,0,-0.0569204092,-0.4085342288,R,R
247,0,0,6,11,6,10,11,1,0,0,-0.0569204092,-0.4085342288,R,R
248,0,0,6,11,6,10,11,1,0,0,-0.0569204092,-0.4085342288,R,R
249,0,0,6,11,6,10,11,1,0,0,-0.1640441418,-1.3858743906,R,R
250,0,0,6,11,6,10,11,1,0,0,-0.1640441418,-1.3858743906,R,R
251,0,0,6,11,6,10,11,1,0,0,-0.1640441418,-1.3858743906,R,R
255,0,0,6,11,6,10,11,1,0,0,7.2084956169,-0.1243350953,L,L
256,0,0,6,11,6,10,11,1,0,0,7.2084956169,-0.1243350953,L,L
257,0,0,6,11,6,10,11,1,0,0,7.2084956169,-0.1243350953,L,L
258,0,0,6,11,6,10,11,1,0,0,7.2084956169,-0.1243350953,L,L
259,0,0,6,11,6,10,11,1,0,0,8.0379104614,-0.0998819321,L,L
260,0,0,6,11,6,10,11,1,0,0,8.0379104614,-0.0998819321,L,L
261,0,0,6,11,6,10,11,1,0,0,8.0379104614,-0.0998819321,L,L
262,0,0,6,11,6,10,11,1,0,0,8.7678909302,-0.8416275382,L,L
263,0,0,6,11,6,10,11,1,0,0,8.7678909302,-0.8416275382,L,L
264,0,0,6,11,6,10,11,1,0,0,8.7678909302,-0.8416275382,L,L
265,0,0,6,11,6,10,11,1,0,0,7.8311462402,-0.2369994968,L,L
266,0,0,6,11,6,10,11,1,0,0,7.8311462402,-0.2369994968,L,L
267,0,0,6,11,6,10,11,1,0,0,7.8311462402,-0.2369994968,L,L
268,0,0,6,11,6,10,11,1,0,0,8.5951786041,0.270047307,L,L
269,0,0,6,11,6,10,11,1,0,0,8.5951786041,0.270047307,L,L
270,0,0,6,11,6,10,11,1,0,0,8.5951786041,0.270047307,L,L
271,0,0,6,11,6,10,11,1,0,0,8.6833133698,0.5228680372,L,L
272,0,0,6,11,6,10,11,1,0,0,8.6833133698,0.5228680372,L,L
273,0,0,6,11,6,10,11,1,0,0,8.6833133698,0.5228680372,L,L
274,0,0,6,11,6,10,11,1,0,0,8.6833133698,0.5228680372,L,L
275,0,0,6,11,6,10,11,1,0,0,8.4097185135,0.1384045631,L,L
276,0,0,6,11,6,10,11,1,0,0,8.4097185135,0.1384045631,L,L
277,0,0,6,11,6,10,11,1,0,0,8.4097185135,0.1384045631,L,L
278,0,0,6,11,6,10,11,1,0,0,8.7289581299,0.1838463098,L,L
279,0,0,6,11,6,10,11,1,0,0,8.7289581299,0.1838463098,L,L
280,0,0,6,11,6,10,11,1,0,0,8.7289581299,0.1838463098,L,L
281,0,0,6,11,6,10,11,1,0,0,8.7289581299,0.1838463098,L,L
282,0,0,6,11,6,10,11,1,0,0,8.0714855194,0.0507213026,L,L
283,0,0,6,11,6,10,11,1,0,0,8.0714855194,0.0507213026,L,L
284,0,0,6,11,6,10,11,1,0,0,8.0714855194,0.0507213026,L,L
285,0,0,6,11,6,10,11,1,0,0,7.5526618958,-0.4828598499,L,L
286,0,0,6,11,6,10,11,1,0,0,7.5526618958,-0.4828598499,L,L
287,0,0,6,11,6,10,11,1,0,0,7.5526618958,-0.4828598499,L,L
288,0,0,6,11,6,10,11,1,0,0,6.8332033157,-0.648344934,L,L
289,0,0,6,11,6,10,11,1,0,0,6.8332033157,-0.648344934,L,L
290,0,0,6,11,6,10,11,1,0,0,6.8332033157,-0.648344934,L,L
291,0,0,6,11,6,10,11,1,0,0,6.8174476624,-0.1599619836,L,L
292,0,0,6,11,6,10,11,1,0,0,6.8174476624,-0.1599619836,L,L
293,0,0,6,11,6,10,11,1,0,0,6.8174476624,-0.1599619836,L,L
294,0,0,6,11,6,10,11,1,0,0,6.0186543465,-1.1755713224,L,L
295,0,0,6,11,6,10,11,1,0,0,6.0186543465,-1.1755713224,L,L
296,0,0,6,11,6,10,11,1,0,0,6.0186543465,-1.1755713224,L,L
297,0,0,6,11,6,10,11,1,0,0,7.0208024979,-0.6055660248,L,L
298,0,0,6,11,6,10,11,1,0,0,7.0208024979,-0.6055660248,L,L
299,0,0,6,11,6,10,11,1,0,0,7.0208024979,-0.6055660248,L,L
300,0,0,6,11,6,10,11,1,0,0,6.4025306702,-1.229617238,L,L
301,0,0,6,11,6,10,11,1,0,0,6.4025306702,-1.229617238,L,L
302,0,0,6,11,6,10,11,1,0,0,6.4025306702,-1.229617238,L,L
303,0,0,6,11,6,10,11,1,0,0,6.7665271759,-0.3248838186,L,L
304,0,0,6,11,6,10,11,1,0,0,6.7665271759,-0.3248838186,L,L
305,0,0,6,11,6,10,11,1,0,0,6.7665271759,-0.3248838186,L,L
306,0,0,6,11,6,10,11,1,0,0,6.924580574,-0.5954458117,L,L
307,0,0,6,11,6,10,11,1,0,0,6.924580574,-0.5954458117,L,L
308,0,0,6,11,6,10,11,1,0,0,6.924580574,-0.5954458117,L,L
309,0,0,6,11,6,10,11,1,0,0,6.924580574,-0.5954458117,L,L
310,0,0,6,11,6,10,11,1,0,0,5.9031624794,-0.7333020568,L,L
311,0,0,6,11,6,10,11,1,0,0,5.9031624794,-0.7333020568,L,L
312,0,0,6,11,6,10,11,1,0,0,5.9031624794,-0.7333020568,L,L
313,0,0,6,11,6,10,11,1,0,0,5.9031624794,-0.7333020568,L,L
314,0,0,6,11,6,10,11,1,0,0,5.9031624794,-0.7333020568,L,L
315,0,0,6,11,6,10,11,1,0,0,5.9031624794,-0.7333020568,L,L
316,0,0,6,10,6,10,11,1,0,0,6.6507592201,-0.59520787,L,L
317,0,0,6,10,6,10,11,1,0,0,6.6507592201,-0.59520787,L,L
318,0,0,6,10,6,10,11,1,0,0,6.6507592201,-0.59520787,L,L
319,0,0,6,10,6,10,11,1,0,0,6.764421463,-1.5951510668,L,L
320,0,0,6,10,6,10,11,1,0,0,6.764421463,-1.5951510668,L,L
321,0,0,6,10,6,10,11,1,0,0,6.764421463,-1.5951510668,L,L
322,0,0,6,10,6,10,11,1,0,0,5.8779792786,-0.4227628112,L,L
323,0,0,6,10,6,10,11,1,0,0,5.8779792786,-0.4227628112,L,L
324,0,0,6,10,6,10,11,1,0,0,5.8779792786,-0.4227628112,L,L
325,0,0,6,10,6,10,11,1,0,0,5.0115742683,-0.4042708278,L,L
326,0,0,6,10,6,10,11,1,0,0,5.0115742683,-0.4042708278,L,L
327,0,0,6,10,6,10,11,1,0,0,5.0115742683,-0.4042708278,L,L
328,0,0,6,10,6,10,11,1,0,0,6.3707008362,-1.088811636,L,L
329,0,0,6,10,6,10,11,1,0,0,6.3707008362,-1.088811636,L,L
330,0,0,6,10,6,10,11,1,0,0,6.3707008362,-1.088811636,L,L
331,0,0,6,10,6,10,11,1,0,0,5.1288709641,-0.134556219,L,L
332,0,0,6,10,6,10,11,1,0,0,5.1288709641,-0.134556219,L,L
333,0,0,6,10,6,10,11,1,0,0,5.1288709641,-0.134556219,L,L
334,0,0,6,10,6,10,11,1,0,0,4.7463974953,-0.7254485488,L,L
335,0,0,6,10,6,10,11,1,0,0,4.7463974953,-0.7254485488,L,L
336,0,0,6,10,6,10,11,1,0,0,4.7463974953,-0.7254485488,L,L
337,0,0,6,10,6,10,11,1,0,0,4.3404774666,-0.5936970711,L,L
338,0,0,6,10,6,10,11,1,0,0,4.3404774666,-0.5936970711,L,L
339,0,0,6,10,6,10,11,1,0,0,4.3404774666,-0.5936970711,L,L
340,0,0,6,10,6,10,11,1,0,0,4.3404774666,-0.5936970711,L,L
341,0,0,6,10,6,10,11,1,0,0,3.2787146568,-0.5575056672,L,L
342,0,0,6,10,6,10,11,1,0,0,3.2787146568,-0.5575056672,L,L
343,0,0,6,10,6,10,11,1,0,0,4.0673360825,-0.5457288027,L,L
344,0,0,6,10,6,10,11,1,0,0,4.0673360825,-0.5457288027,L,L
345,0,0,6,10,6,10,11,1,0,0,4.0673360825,-0.5457288027,L,L
346,0,0,6,10,6,10,11,1,0,0,4.1501655579,-0.8929867148,L,L
347,0,0,6,10,6,10,11,1,0,0,4.1501655579,-0.8929867148,L,L
348,0,0,6,10,6,10,11,1,0,0,4.1501655579,-0.8929867148,L,L
349,0,0,6,10,6,10,11,1,0,0,3.7297992706,-0.4256613255,L,L
350,0,0,6,10,6,10,11,1,0,0,3.7297992706,-0.4256613255,L,L
351,0,0,6,10,6,10,11,1,0,0,3.7297992706,-0.4256613255,L,L
352,0,0,6,10,6,10,11,1,0,0,4.2869873047,-0.2220256031,L,L
353,0,0,6,10,6,10,11,1,0,0,4.2869873047,-0.2220256031,L,L
354,0,0,6,10,6,10,11,1,0,0,4.2869873047,-0.2220256031,L,L
355,0,0,6,10,6,10,11,1,0,0,4.0737452507,0.3746259809,L,L
356,0,0,6,10,6,10,11,1,0,0,4.0737452507,0.3746259809,L,L
357,0,0,6,10,6,10,11,1,0,0,4.0737452507,0.3746259809,L,L
358,0,0,6,10,6,10,11,1,0,0,6.6764345169,2.0610861778,L,L
359,0,0,6,10,6,10,11,1,0,0,6.6764345169,2.0610861778,L,L
360,0,0,6,10,6,10,11,1,0,0,6.6764345169,2.0610861778,L,L
361,0,0,6,10,6,10,11,1,0,0,6.8257474899,1.5435422659,L,L
362,0,0,6,10,6,10,11,1,0,0,6.8257474899,1.5435422659,L,L
363,0,0,6,10,6,10,11,1,0,0,6.8257474899,1.5435422659,L,L
364,0,0,6,10,6,10,11,1,0,0,6.8257474899,1.5435422659,L,L
365,0,0,6,10,6,10,11,1,0,0,6.9117107391,1.7607011795,L,L
366,0,0,6,10,6,10,11,1,0,0,6.9117107391,1.7607011795,L,L
367,0,0,6,10,6,10,11,1,0,0,6.9117107391,1.7607011795,L,L
368,0,0,6,10,6,10,11,1,0,0,7.1039562225,1.0269892216,L,L
369,0,0,6,10,6,10,11,1,0,0,7.1039562225,1.0269892216,L,L
370,0,0,6,10,6,10,11,1,0,0,7.1039562225,1.0269892216,L,L
371,0,0,6,10,6,10,11,1,0,0,7.1039562225,1.0269892216,L,L
372,0,0,6,10,6,10,11,1,0,0,6.627245903,1.6364634037,L,L
373,0,0,6,10,6,10,11,1,0,0,6.627245903,1.6364634037,L,L
374,0,0,6,10,6,10,11,1,0,0,6.627245903,1.6364634037,L,L
375,0,0,6,10,6,10,11,1,0,0,7.3117260933,1.6963453293,L,L
376,0,0,6,10,6,10,11,1,0,0,7.3117260933,1.6963453293,L,L
377,0,0,6,10,6,10,11,1,0,0,7.3117260933,1.6963453293,L,L
378,0,0,6,10,6,10,11,1,0,0,7.1962909698,1.9519329071,L,L
379,0,0,6,10,6,10,11,1,0,0,7.1962909698,1.9519329071,L,L
380,0,0,6,10,6,10,11,1,0,0,7.1962909698,1.9519329071,L,L
381,0,0,6,10,6,10,11,1,0,0,5.3729224205,0.0800983459,L,L
382,0,0,6,10,6,10,11,1,0,0,5.3729224205,0.0800983459,L,L
383,0,0,6,10,6,10,11,1,0,0,5.3729224205,0.0800983459,L,L
384,0,0,6,10,6,10,11,1,0,0,5.1004247665,-0.5593633652,L,L
385,0,0,6,10,6,10,11,1,0,0,5.1004247665,-0.5593633652,L,L
386,0,0,6,10,6,10,11,1,0,0,5.1004247665,-0.5593633652,L,L
387,0,0,6,10,6,10,11,1,0,0,5.1004247665,-0.5593633652,L,L
388,0,0,6,10,6,10,11,1,0,0,4.0656766891,0.5119760633,L,L
389,0,0,6,10,6,10,11,1,0,0,4.0656766891,0.5119760633,L,L
390,0,0,6,10,6,10,11,1,0,0,4.0656766891,0.5119760633,L,L
391,0,0,6,10,6,10,11,1,0,0,0.737608552,-1.2122519016,R,L
392,0,0,6,10,6,10,11,1,0,0,0.737608552,-1.2122519016,R,L
393,0,0,6,10,6,10,11,1,0,0,0.737608552,-1.2122519016,R,L
394,0,0,6,10,6,10,11,1,0,0,2.6559042931,-0.8872699738,L,L
395,0,0,6,10,6,10,11,1,0,0,2.6559042931,-0.8872699738,L,L
396,0,0,6,10,6,10,11,1,0,0,2.6559042931,-0.8872699738,L,L
397,0,0,6,10,6,10,11,1,0,0,4.202378273,-0.5615043044,L,L
398,0,0,6,10,6,10,11,1,0,0,4.202378273,-0.5615043044,L,L
399,0,0,6,10,6,10,11,1,0,0,4.202378273,-0.5615043044,L,L
400,0,0,6,10,6,10,11,1,0,0,2.4307322502,-0.172034502,L,L
401,0,0,6,10,6,10,11,1,0,0,2.4307322502,-0.172034502,L,L
402,0,0,6,10,6,10,11,1,0,0,2.4307322502,-0.172034502,L,L
403,0,0,6,10,6,10,11,1,0,0,3.0434055328,0.0450193137,L,L
404,0,0,6,10,6,10,11,1,0,0,3.0434055328,0.0450193137,L,L
405,0,0,6,10,6,10,11,1,0,0,3.0434055328,0.0450193137,L,L
406,0,0,6,10,6,10,11,1,0,0,3.7235145569,0.8514085412,L,L
407,0,0,6,10,6,10,11,1,0,0,3.7235145569,0.8514085412,L,L
408,0,0,6,10,6,10,11,1,0,0,3.7235145569,0.8514085412,L,L
409,0,0,6,10,6,10,11,1,0,0,3.3047809601,0.4671506286,L,L
410,0,0,6,10,6,10,11,1,0,0,3.3047809601,0.4671506286,L,L
411,0,0,6,10,6,10,11,1,0,0,3.3047809601,0.4671506286,L,L
412,0,0,6,10,6,10,11,1,0,0,3.3047809601,0.4671506286,L,L
413,0,0,6,10,6,10,11,1,0,0,3.0367026329,0.2551714778,L,L
414,0,0,6,10,6,10,11,1,0,0,3.0367026329,0.2551714778,L,L
415,0,0,6,10,6,10,11,1,0,0,3.0367026329,0.2551714778,L,L
416,0,0,6,10,6,10,11,1,0,0,2.4690256119,0.6774547696,L,L
417,0,0,6,10,6,10,11,1,0,0,2.4690256119,0.6774547696,L,L
418,0,0,6,10,6,10,11,1,0,0,2.4690256119,0.6774547696,L,L
419,0,0,6,10,6,10,11,1,0,0,3.4601531029,0.6589670181,L,L
420,0,0,6,10,6,10,11,1,0,0,3.4601531029,0.6589670181,L,L
421,0,0,6,10,6,10,11,1,0,0,3.4601531029,0.6589670181,L,L
422,0,0,6,10,6,10,11,1,0,0,4.7873897552,0.3984294534,L,L
423,0,0,6,10,6,10,11,1,0,0,4.7873897552,0.3984294534,L,L
424,0,0,6,10,6,10,11,1,0,0,4.7873897552,0.3984294534,L,L
425,0,0,6,10,6,10,11,1,0,0,3.6835999489,0.1714738756,L,L
426,0,0,6,10,6,10,11,1,0,0,3.6835999489,0.1714738756,L,L
427,0,0,6,10,6,10,11,1,0,0,3.6835999489,0.1714738756,L,L
428,0,0,6,10,6,10,11,1,0,0,3.6835999489,0.1714738756,L,L
429,0,0,6,10,6,10,11,1,0,0,3.6835999489,0.1714738756,L,L
430,0,0,6,10,6,10,11,1,0,0,3.8188385963,0.9427524209,L,L
431,0,0,6,10,6,10,11,1,0,0,3.8188385963,0.9427524209,L,L
432,0,0,6,10,6,10,11,1,0,0,3.8188385963,0.9427524209,L,L
433,0,0,6,10,6,10,11,1,0,0,3.8188385963,0.9427524209,L,L
434,0,0,6,10,6,10,11,1,0,0,3.3480978012,0.4964550138,L,L
435,0,0,6,10,6,10,11,1,0,0,3.3480978012,0.4964550138,L,L
436,0,0,6,10,6,10,11,1,0,0,3.3480978012,0.4964550138,L,L
437,0,0,6,10,6,10,11,1,0,0,-0.1995047331,-0.2663743496,R,R
438,0,0,6,10,6,10,11,1,0,0,-0.1995047331,-0.2663743496,R,R
439,0,0,6,10,6,10,11,1,0,0,-0.1995047331,-0.2663743496,R,R
440,0,0,6,10,6,10,11,1,0,0,-0.1508761644,-0.1310907453,R,R
441,0,0,6,10,6,10,11,1,0,0,-0.1508761644,-0.1310907453,R,R
442,0,0,6,10,6,10,11,1,0,0,-0.1508761644,-0.1310907453,R,R
443,0,0,6,10,6,10,11,1,0,0,-0.1202958822,-0.9500213265,R,R
444,0,0,6,10,6,10,11,1,0,0,-0.1202958822,-0.9500213265,R,R
445,0,0,6,10,6,10,11,1,0,0,-0.1202958822,-0.9500213265,R,R
446,0,0,6,10,6,10,11,1,0,0,-0.1202958822,-0.9500213265,R,R
447,0,0,6,10,6,10,11,1,0,0,-0.2681093216,-0.4613289833,R,R
448,0,0,6,10,6,10,11,1,0,0,-0.2681093216,-0.4613289833,R,R
449,0,0,6,10,6,10,11,1,0,0,-0.2209426761,-1.0694528818,R,R
450,0,0,6,10,6,10,11,1,0,0,-0.2209426761,-1.0694528818,R,R
451,0,0,6,10,6,10,11,1,0,0,-0.2209426761,-1.0694528818,R,R
452,0,0,6,10,6,10,11,1,0,0,-0.5047404766,-1.1345021725,R,R
453,0,0,6,10,6,10,11,1,0,0,-0.5047404766,-1.1345021725,R,R
454,0,0,6,10,6,10,11,1,0,0,-0.5047404766,-1.1345021725,R,R
455,0,0,6,10,6,10,11,1,0,0,-0.5047404766,-1.1345021725,R,R
456,0,0,6,10,6,10,11,1,0,0,-0.7857034802,-0.5852258801,R,R
457,0,0,6,10,6,10,11,1,0,0,-0.7857034802,-0.5852258801,R,R
458,0,0,6,10,6,10,11,1,0,0,-0.7857034802,-0.5852258801,R,R
459,0,0,6,10,6,10,11,1,0,0,-0.6329623461,0.1043334156,R,R
460,0,0,6,10,6,10,11,1,0,0,-0.6329623461,0.1043334156,R,R
461,0,0,6,10,6,10,11,1,0,0,-0.6329623461,0.1043334156,R,R
462,0,0,6,10,6,10,11,1,0,0,-1.2725287676,-0.3374270201,R,R
463,0,0,6,10,6,10,11,1,0,0,-1.2725287676,-0.3374270201,R,R
464,0,0,6,10,6,10,11,1,0,0,-1.2725287676,-0.3374270201,R,R
465,0,0,6,10,6,10,11,1,0,0,-1.2725287676,-0.3374270201,R,R
466,0,0,6,10,6,10,11,1,0,0,-0.3985258341,-0.7021926045,R,R
467,0,0,6,10,6,10,11,1,0,0,-0.3985258341,-0.7021926045,R,R
468,0,0,6,10,6,10,11,1,0,0,-0.3985258341,-0.7021926045,R,R
469,0,0,6,10,6,10,11,1,0,0,-0.4488316178,-0.5252482891,R,R
470,0,0,6,10,6,10,11,1,0,0,-0.4488316178,-0.5252482891,R,R
471,0,0,6,10,6,10,11,1,0,0,-0.4488316178,-0.5252482891,R,R
472,0,0,6,10,6,10,11,1,0,0,-0.4488316178,-0.5252482891,R,R
473,0,0,6,10,6,10,11,1,0,0,-0.1813554764,0.116369918,R,R
474,0,0,6,10,6,10,11,1,0,0,-0.1813554764,0.116369918,R,R
475,0,0,6,10,6,10,11,1,0,0,-0.1813554764,0.116369918,R,R
476,0,0,6,10,6,10,11,1,0,0,0.4996430874,0.7617307305,R,R
477,0,0,6,10,6,10,11,1,0,0,0.4996430874,0.7617307305,R,R
478,0,0,6,10,6,10,11,1,0,0,0.4996430874,0.7617307305,R,R
479,0,0,6,10,6,10,11,1,0,0,0.8032883406,-0.0573554039,R,R
480,0,0,6,10,6,10,11,1,0,0,0.8032883406,-0.0573554039,R,R
481,0,0,6,10,6,10,11,1,0,0,0.8032883406,-0.0573554039,R,R
482,0,0,6,10,6,10,11,1,0,0,0.3099197149,-0.266182363,R,R
483,0,0,6,10,6,10,11,1,0,0,0.3099197149,-0.266182363,R,R
484,0,0,6,10,6,10,11,1,0,0,0.3099197149,-0.266182363,R,R
485,0,0,6,10,6,10,11,1,0,0,-0.3179681301,-1.4721693993,R,R
486,0,0,6,10,6,10,11,1,0,0,-0.3179681301,-1.4721693993,R,R
487,0,0,6,10,6,10,11,1,0,0,-0.3179681301,-1.4721693993,R,R
488,0,0,6,10,6,10,11,1,0,0,1.4657225609,-0.3926491439,R,R
489,0,0,6,10,6,10,11,1,0,0,1.4657225609,-0.3926491439,R,R
490,0,0,6,10,6,10,11,1,0,0,1.4657225609,-0.3926491439,R,R
491,0,0,6,10,6,10,11,1,0,0,4.0239515305,0.2297935337,L,L
492,0,0,6,10,6,10,11,1,0,0,4.0239515305,0.2297935337,L,L
493,0,0,6,10,6,10,11,1,0,0,4.0239515305,0.2297935337,L,L
494,0,0,6,10,6,10,11,1,0,0,4.0239515305,0.2297935337,L,L
495,0,0,6,10,6,10,11,1,0,0,3.6153454781,0.683970511,L,L
496,0,0,6,10,6,10,11,1,0,0,3.6153454781,0.683970511,L,L
497,0,0,6,10,6,10,11,1,0,0,3.6153454781,0.683970511,L,L
498,0,0,6,10,6,10,11,1,0,0,3.6674675941,1.0847920179,L,L
499,0,0,6,10,6,10,11,1,0,0,3.6674675941,1.0847920179,L,L
500,0,0,6,10,6,10,11,1,0,0,3.6674675941,1.0847920179,L,L
501,0,0,6,10,6,10,11,1,0,0,5.2637624741,1.3436665535,L,L
502,0,0,6,10,6,10,11,1,0,0,5.2637624741,1.3436665535,L,L
503,0,0,6,10,6,10,11,1,0,0,5.2637624741,1.3436665535,L,L
504,0,0,6,10,6,10,11,1,0,0,5.2637624741,1.3436665535,L,L
505,0,0,6,10,6,10,11,1,0,0,6.4019346237,1.201012969,L,L
506,0,0,6,10,6,10,11,1,0,0,6.4019346237,1.201012969,L,L
507,0,0,6,10,6,10,11,1,0,0,6.4019346237,1.201012969,L,L
508,0,0,6,10,6,10,11,1,0,0,8.3716526031,-5.6975216866,L,L
509,0,0,6,10,6,10,11,1,0,0,8.3716526031,-5.6975216866,L,L
510,0,0,6,10,6,10,11,1,0,0,8.3716526031,-5.6975216866,L,L
511,0,0,6,10,6,10,11,1,0,0,8.7699108124,0.1649615318,L,L
512,0,0,6,10,6,10,11,1,0,0,8.7699108124,0.1649615318,L,L
513,0,0,6,10,6,10,11,1,0,0,8.7699108124,0.1649615318,L,L
514,0,0,6,10,6,10,11,1,0,0,7.087594986,1.7671544552,L,L
515,0,0,6,10,6,10,11,1,0,0,7.087594986,1.7671544552,L,L
516,0,0,6,10,6,10,11,1,0,0,7.087594986,1.7671544552,L,L
517,0,0,6,10,6,10,11,1,0,0,6.3587327003,2.0410516262,L,L
518,0,0,6,10,6,10,11,1,0,0,6.3587327003,2.0410516262,L,L
519,0,0,6,10,6,10,11,1,0,0,6.3587327003,2.0410516262,L,L
520,0,0,6,10,6,10,11,1,0,0,6.3587327003,2.0410516262,L,L
521,0,0,6,10,6,10,11,1,0,0,6.3339271545,2.0167713165,L,L
522,0,0,6,10,6,10,11,1,0,0,6.3339271545,2.0167713165,L,L
523,0,0,6,10,6,10,11,1,0,0,6.3339271545,2.0167713165,L,L
524,0,0,6,10,6,10,11,1,0,0,6.3540391922,1.8399045467,L,L
525,0,0,6,10,6,10,11,1,0,0,6.3540391922,1.8399045467,L,L
526,0,0,6,10,6,10,11,1,0,0,6.3540391922,1.8399045467,L,L
527,0,0,6,10,6,10,11,1,0,0,5.0780115128,1.5028656721,L,L
528,0,0,6,10,6,10,11,1,0,0,5.0780115128,1.5028656721,L,L
529,0,0,6,10,6,10,11,1,0,0,5.0780115128,1.5028656721,L,L
530,0,0,6,10,6,10,11,1,0,0,5.0539660454,1.8149495125,L,L
531,0,0,6,10,6,10,11,1,0,0,5.0539660454,1.8149495125,L,L
532,0,0,6,10,6,10,11,1,0,0,5.0539660454,1.8149495125,L,L
533,0,0,6,10,6,10,11,1,0,0,5.0539660454,1.8149495125,L,L
534,0,0,6,10,6,10,11,1,0,0,4.3621835709,1.4441537857,L,L
535,0,0,6,10,6,10,11,1,0,0,4.3621835709,1.4441537857,L,L
536,0,0,6,10,6,10,11,1,0,0,4.3621835709,1.4441537857,L,L
537,0,0,6,10,6,10,11,1,0,0,5.6808071136,1.380910635,L,L
538,0,0,6,10,6,10,11,1,0,0,5.6808071136,1.380910635,L,L
539,0,0,6,10,6,10,11,1,0,0,5.6808071136,1.380910635,L,L
540,0,0,6,10,6,10,11,1,0,0,5.4357914925,0.8186451793,L,L
541,0,0,6,10,6,10,11,1,0,0,5.4357914925,0.8186451793,L,L
542,0,0,6,10,6,10,11,1,0,0,5.4357914925,0.8186451793,L,L
543,0,0,6,11,6,10,11,1,0,0,4.6589183807,0.7864138484,L,L
544,0,0,6,11,6,10,11,1,0,0,4.6589183807,0.7864138484,L,L
545,0,0,6,11,6,10,11,1,0,0,4.6589183807,0.7864138484,L,L
546,0,0,6,11,6,10,11,1,0,0,4.9984078407,0.3261656165,L,L
547,0,0,6,11,6,10,11,1,0,0,4.9984078407,0.3261656165,L,L
548,0,0,6,11,6,10,11,1,0,0,4.9984078407,0.3261656165,L,L
549,0,0,6,11,6,10,11,1,0,0,4.9155564308,-0.5329126716,L,L
550,0,0,6,11,6,10,11,1,0,0,4.9155564308,-0.5329126716,L,L
551,0,0,6,11,6,10,11,1,0,0,4.9155564308,-0.5329126716,L,L
552,0,0,6,11,6,10,11,1,0,0,4.5166687965,0.1969188899,L,L
553,0,0,6,11,6,10,11,1,0,0,4.5166687965,0.1969188899,L,L
554,0,0,6,11,6,10,11,1,0,0,4.5166687965,0.1969188899,L,L
555,0,0,6,11,6,10,11,1,0,0,5.6956529617,-0.2239163071,L,L
556,0,0,6,11,6,10,11,1,0,0,5.6956529617,-0.2239163071,L,L
557,0,0,6,11,6,10,11,1,0,0,5.6956529617,-0.2239163071,L,L
558,0,0,6,11,6,10,11,1,0,0,4.879597187,0.4763326049,L,L
559,0,0,6,11,6,10,11,1,0,0,4.879597187,0.4763326049,L,L
560,0,0,6,11,6,10,11,1,0,0,4.879597187,0.4763326049,L,L
561,0,0,6,11,6,10,11,1,0,0,4.879597187,0.4763326049,L,L
562,0,0,6,11,6,10,11,1,0,0,5.4044322968,-0.0353180021,L,L
563,0,0,6,11,6,10,11,1,0,0,5.4044322968,-0.0353180021,L,L
564,0,0,6,11,6,10,11,1,0,0,5.4044322968,-0.0353180021,L,L
565,0,0,6,11,6,10,11,1,0,0,5.5912270546,-0.0204674751,L,L
566,0,0,6,11,6,10,11,1,0,0,5.5912270546,-0.0204674751,L,L
567,0,0,6,11,6,10,11,1,0,0,5.5912270546,-0.0204674751,L,L
568,0,0,6,11,6,10,11,1,0,0,5.2112660408,-0.0349024087,L,L
569,0,0,6,11,6,10,11,1,0,0,5.2112660408,-0.0349024087,L,L
570,0,0,6,11,6,10,11,1,0,0,5.2112660408,-0.0349024087,L,L
571,0,0,6,11,6,10,11,1,0,0,5.9040188789,-0.6585087776,L,L
572,0,0,6,11,6,10,11,1,0,0,5.9040188789,-0.6585087776,L,L
573,0,0,6,11,6,10,11,1,0,0,5.9040188789,-0.6585087776,L,L
574,0,0,6,11,6,10,11,1,0,0,6.5060558319,-0.7150636315,L,L
575,0,0,6,11,6,10,11,1,0,0,6.5060558319,-0.7150636315,L,L
576,0,0,6,11,6,10,11,1,0,0,6.5060558319,-0.7150636315,L,L
577,0,0,6,11,6,10,11,1,0,0,7.2432394028,-1.1978663206,L,L
578,0,0,6,11,6,10,11,1,0,0,7.2432394028,-1.1978663206,L,L
579,0,0,6,11,6,10,11,1,0,0,7.2432394028,-1.1978663206,L,L
580,0,0,6,11,6,10,11,1,0,0,7.3115086555,-1.0167081356,L,L
581,0,0,6,11,6,10,11,1,0,0,7.3115086555,-1.0167081356,L,L
582,0,0,6,11,6,10,11,1,0,0,7.3115086555,-1.0167081356,L,L
583,0,0,6,11,6,10,11,1,0,0,6.2923173904,-1.0543076992,L,L
584,0,0,6,11,6,10,11,1,0,0,6.2923173904,-1.0543076992,L,L
585,0,0,6,11,6,10,11,1,0,0,6.2923173904,-1.0543076992,L,L
586,0,0,6,11,6,10,11,1,0,0,7.1136665344,-0.571995616,L,L
587,0,0,6,11,6,10,11,1,0,0,7.1136665344,-0.571995616,L,L
588,0,0,6,11,6,10,11,1,0,0,7.1136665344,-0.571995616,L,L
589,0,0,6,11,6,10,11,1,0,0,3.3542809486,-4.1851625443,L,L
590,0,0,6,11,6,10,11,1,0,0,3.3542809486,-4.1851625443,L,L
